image_id,operations
ISIC_0032057,"Brightness Normalization, Minimal Enhancement"
ISIC_0025680,"Brightness Correction, Minimal Enhancement"
ISIC_0026068,"Hair Removal, Minimal Enhancement"
ISIC_0025452,"Brightness Normalization, Minimal Enhancement"
ISIC_0026349,Minimal Enhancement
ISIC_0027269,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028155,"Hair Removal, Denoising"
ISIC_0034093,"Hair Removal, Brightness Normalization, CLAHE"
ISIC_0029230,"Brightness Correction, Minimal Enhancement"
ISIC_0031513,"Brightness Normalization, Minimal Enhancement"
ISIC_0032384,Brightness Correction
ISIC_0027146,Minimal Enhancement
ISIC_0024457,"Brightness Normalization, Minimal Enhancement"
ISIC_0029193,CLAHE
ISIC_0027526,Minimal Enhancement
ISIC_0024431,Minimal Enhancement
ISIC_0026656,"Brightness Normalization, CLAHE, Denoising, Minimal Enhancement"
ISIC_0026760,Brightness Correction
ISIC_0025718,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0027135,
ISIC_0027976,"Brightness Normalization, Minimal Enhancement"
ISIC_0028238,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0029755,"Brightness Normalization, Minimal Enhancement"
ISIC_0026321,CLAHE
ISIC_0025467,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028807,Hair Removal
ISIC_0024673,"Brightness Normalization, Minimal Enhancement"
ISIC_0026574,"Brightness Normalization, CLAHE"
ISIC_0028495,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0030574,CLAHE
ISIC_0031585,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024590,Minimal Enhancement
ISIC_0025932,CLAHE
ISIC_0028747,"Brightness Normalization, Minimal Enhancement"
ISIC_0030446,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0031527,"Hair Removal, Denoising"
ISIC_0031166,"Hair Removal, Denoising"
ISIC_0028693,Minimal Enhancement
ISIC_0030893,"Brightness Normalization, Minimal Enhancement"
ISIC_0030261,Minimal Enhancement
ISIC_0028994,"Brightness Normalization, Minimal Enhancement"
ISIC_0032696,"Brightness Correction, CLAHE"
ISIC_0029466,"Brightness Normalization, Minimal Enhancement"
ISIC_0027057,"Brightness Normalization, Minimal Enhancement"
ISIC_0028085,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0025691,
ISIC_0025824,Minimal Enhancement
ISIC_0031400,
ISIC_0029747,Minimal Enhancement
ISIC_0030778,Hair Removal
ISIC_0031749,"Brightness Normalization, Minimal Enhancement"
ISIC_0029847,Brightness Correction
ISIC_0031943,Minimal Enhancement
ISIC_0027865,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030335,
ISIC_0025793,"Hair Removal, Denoising"
ISIC_0025731,"Brightness Normalization, Minimal Enhancement"
ISIC_0028670,"Brightness Normalization, Minimal Enhancement"
ISIC_0029647,"Hair Removal, Denoising"
ISIC_0027858,"Brightness Normalization, Minimal Enhancement"
ISIC_0027433,"Hair Removal, Denoising"
ISIC_0029515,CLAHE
ISIC_0030271,"Brightness Normalization, Minimal Enhancement"
ISIC_0026643,"Brightness Normalization, Minimal Enhancement"
ISIC_0031140,
ISIC_0032139,
ISIC_0031243,"Brightness Normalization, Minimal Enhancement"
ISIC_0026282,CLAHE
ISIC_0027744,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028457,"Brightness Normalization, CLAHE"
ISIC_0030687,CLAHE
ISIC_0025584,"Brightness Normalization, Minimal Enhancement"
ISIC_0027545,"Brightness Normalization, Minimal Enhancement"
ISIC_0027609,"Brightness Correction, Denoising"
ISIC_0030766,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0027117,"Brightness Correction, Denoising"
ISIC_0029034,"Brightness Normalization, Minimal Enhancement"
ISIC_0030800,Brightness Correction
ISIC_0027365,Brightness Correction
ISIC_0026343,"Hair Removal, Minimal Enhancement"
ISIC_0029341,"Hair Removal, Minimal Enhancement"
ISIC_0031762,"Brightness Normalization, CLAHE"
ISIC_0028106,CLAHE
ISIC_0026593,"Hair Removal, Denoising"
ISIC_0027774,"Brightness Correction, CLAHE, Denoising"
ISIC_0027998,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0028079,"Hair Removal, Minimal Enhancement"
ISIC_0031442,"Hair Removal, CLAHE"
ISIC_0026766,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0032415,
ISIC_0030177,"Brightness Normalization, Minimal Enhancement"
ISIC_0031284,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0031789,"Brightness Correction, CLAHE"
ISIC_0028095,Minimal Enhancement
ISIC_0032414,Minimal Enhancement
ISIC_0031824,"Hair Removal, Brightness Normalization"
ISIC_0030145,"Hair Removal, Brightness Correction, Denoising"
ISIC_0031640,"Brightness Normalization, Minimal Enhancement"
ISIC_0024360,Minimal Enhancement
ISIC_0029899,Hair Removal
ISIC_0026230,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0026395,Minimal Enhancement
ISIC_0024504,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025600,"Brightness Normalization, CLAHE"
ISIC_0025557,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0028323,"Hair Removal, Denoising"
ISIC_0030659,"Hair Removal, Denoising"
ISIC_0025383,CLAHE
ISIC_0025513,"Hair Removal, Denoising"
ISIC_0027478,CLAHE
ISIC_0026275,
ISIC_0024573,Minimal Enhancement
ISIC_0031272,Brightness Correction
ISIC_0024572,"Brightness Normalization, CLAHE, Denoising"
ISIC_0027851,"Brightness Normalization, Minimal Enhancement"
ISIC_0028858,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0026324,
ISIC_0025700,
ISIC_0030010,Brightness Correction
ISIC_0026831,Brightness Correction
ISIC_0032482,Denoising
ISIC_0029201,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0026439,Minimal Enhancement
ISIC_0029779,"Brightness Normalization, Minimal Enhancement"
ISIC_0029669,Minimal Enhancement
ISIC_0031169,"Brightness Correction, CLAHE"
ISIC_0024795,"Denoising, Minimal Enhancement"
ISIC_0030349,"Hair Removal, CLAHE, Denoising"
ISIC_0026091,"Brightness Normalization, CLAHE, Denoising"
ISIC_0034160,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026453,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0031489,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027297,"Brightness Normalization, CLAHE"
ISIC_0028980,"Brightness Normalization, CLAHE"
ISIC_0032660,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0033504,"Brightness Normalization, Minimal Enhancement"
ISIC_0024885,"Brightness Correction, Minimal Enhancement"
ISIC_0027058,"Hair Removal, Denoising"
ISIC_0030114,Minimal Enhancement
ISIC_0029020,"Brightness Normalization, Minimal Enhancement"
ISIC_0032959,"Brightness Normalization, Minimal Enhancement"
ISIC_0034306,Minimal Enhancement
ISIC_0032799,Brightness Correction
ISIC_0033020,Hair Removal
ISIC_0032768,CLAHE
ISIC_0033205,CLAHE
ISIC_0033271,"Brightness Correction, Minimal Enhancement"
ISIC_0033575,Minimal Enhancement
ISIC_0032894,"CLAHE, Denoising"
ISIC_0033720,CLAHE
ISIC_0034255,"Hair Removal, Brightness Correction"
ISIC_0032834,"Hair Removal, Minimal Enhancement"
ISIC_0027544,"Hair Removal, Brightness Correction, Denoising"
ISIC_0034058,CLAHE
ISIC_0033001,"Hair Removal, Brightness Correction, Denoising"
ISIC_0033354,"Brightness Normalization, Minimal Enhancement"
ISIC_0032857,"Hair Removal, Brightness Correction, Denoising"
ISIC_0032906,Minimal Enhancement
ISIC_0027786,"Brightness Normalization, CLAHE"
ISIC_0033579,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0034095,"Brightness Normalization, Minimal Enhancement"
ISIC_0034143,CLAHE
ISIC_0032652,Minimal Enhancement
ISIC_0033551,Minimal Enhancement
ISIC_0033571,Minimal Enhancement
ISIC_0033666,"Brightness Normalization, CLAHE"
ISIC_0033218,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0033054,Brightness Correction
ISIC_0033257,Minimal Enhancement
ISIC_0034276,
ISIC_0034119,CLAHE
ISIC_0034047,"Hair Removal, Brightness Correction"
ISIC_0034299,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0032808,"Brightness Correction, CLAHE"
ISIC_0033483,"Hair Removal, Denoising"
ISIC_0032536,CLAHE
ISIC_0034161,"Brightness Correction, Minimal Enhancement"
ISIC_0033747,"Brightness Correction, CLAHE"
ISIC_0025644,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030314,CLAHE
ISIC_0033012,Brightness Correction
ISIC_0033468,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0033609,
ISIC_0032777,"Brightness Normalization, Minimal Enhancement"
ISIC_0033019,Minimal Enhancement
ISIC_0033203,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0033366,"Denoising, Minimal Enhancement"
ISIC_0032816,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0024666,"Hair Removal, Brightness Correction"
ISIC_0028890,Minimal Enhancement
ISIC_0025752,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0034015,Minimal Enhancement
ISIC_0034223,Brightness Correction
ISIC_0032611,CLAHE
ISIC_0033499,CLAHE
ISIC_0033372,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0034066,"Hair Removal, Brightness Correction, Denoising"
ISIC_0034123,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0034026,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0032741,"Hair Removal, CLAHE, Denoising"
ISIC_0033301,"Brightness Normalization, Minimal Enhancement"
ISIC_0034155,Brightness Correction
ISIC_0033146,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029192,Minimal Enhancement
ISIC_0033248,Minimal Enhancement
ISIC_0025102,"Brightness Correction, CLAHE, Denoising"
ISIC_0032850,
ISIC_0030712,Brightness Correction
ISIC_0032727,CLAHE
ISIC_0032991,Minimal Enhancement
ISIC_0033979,"Brightness Normalization, Minimal Enhancement"
ISIC_0028871,Minimal Enhancement
ISIC_0031836,"Brightness Normalization, Minimal Enhancement"
ISIC_0025617,"Brightness Normalization, CLAHE"
ISIC_0027090,Brightness Correction
ISIC_0026350,Minimal Enhancement
ISIC_0031569,"Hair Removal, Minimal Enhancement"
ISIC_0026528,"Brightness Normalization, Minimal Enhancement"
ISIC_0029564,"CLAHE, Denoising"
ISIC_0027814,"Brightness Normalization, Minimal Enhancement"
ISIC_0024515,Minimal Enhancement
ISIC_0031225,Minimal Enhancement
ISIC_0031450,Hair Removal
ISIC_0031026,Minimal Enhancement
ISIC_0032146,"Hair Removal, Denoising"
ISIC_0024848,Minimal Enhancement
ISIC_0031539,"Hair Removal, Brightness Correction, Denoising"
ISIC_0030233,"Hair Removal, Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0028688,
ISIC_0028677,"Brightness Correction, CLAHE"
ISIC_0028818,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0028059,"Brightness Normalization, Minimal Enhancement"
ISIC_0025576,Denoising
ISIC_0029331,"CLAHE, Denoising"
ISIC_0029546,"Brightness Correction, CLAHE"
ISIC_0029392,
ISIC_0027601,"Brightness Correction, Denoising"
ISIC_0031698,Minimal Enhancement
ISIC_0031245,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027631,Minimal Enhancement
ISIC_0028316,"Brightness Normalization, Minimal Enhancement"
ISIC_0028570,"Hair Removal, Brightness Correction"
ISIC_0031351,"Brightness Normalization, Minimal Enhancement"
ISIC_0026988,Brightness Correction
ISIC_0031413,Brightness Correction
ISIC_0032497,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0025144,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0029278,
ISIC_0024632,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026668,"Brightness Correction, Minimal Enhancement"
ISIC_0025301,"Brightness Correction, Minimal Enhancement"
ISIC_0031643,Minimal Enhancement
ISIC_0026192,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030644,"Brightness Normalization, CLAHE"
ISIC_0025417,Minimal Enhancement
ISIC_0028035,"Hair Removal, Brightness Correction, Denoising"
ISIC_0028486,CLAHE
ISIC_0027371,Brightness Correction
ISIC_0026213,"Brightness Correction, Minimal Enhancement"
ISIC_0026442,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0026716,"Hair Removal, Denoising"
ISIC_0025971,"Brightness Correction, CLAHE"
ISIC_0030737,Minimal Enhancement
ISIC_0025650,
ISIC_0029083,
ISIC_0028765,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0027531,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0024331,"CLAHE, Denoising"
ISIC_0026952,"Hair Removal, Denoising"
ISIC_0031384,"Hair Removal, Brightness Correction, Denoising"
ISIC_0025299,
ISIC_0028739,Brightness Correction
ISIC_0031712,Minimal Enhancement
ISIC_0032439,Brightness Correction
ISIC_0029391,"Brightness Normalization, Minimal Enhancement"
ISIC_0030403,"Brightness Normalization, CLAHE"
ISIC_0024595,CLAHE
ISIC_0025046,Minimal Enhancement
ISIC_0024665,"Denoising, Minimal Enhancement"
ISIC_0024332,"Brightness Correction, CLAHE, Denoising"
ISIC_0029129,"Hair Removal, Denoising"
ISIC_0029805,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0026496,"CLAHE, Denoising"
ISIC_0024454,"Hair Removal, Brightness Normalization, Minimal Enhancement"
ISIC_0025433,"Brightness Normalization, CLAHE"
ISIC_0027704,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029412,CLAHE
ISIC_0028583,CLAHE
ISIC_0024403,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030528,"Brightness Normalization, Minimal Enhancement"
ISIC_0030511,Brightness Correction
ISIC_0030594,Minimal Enhancement
ISIC_0026855,"Brightness Normalization, CLAHE"
ISIC_0026968,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024634,"Brightness Normalization, Minimal Enhancement"
ISIC_0025975,"Hair Removal, Brightness Normalization, Denoising"
ISIC_0031236,"Brightness Correction, CLAHE"
ISIC_0030813,"Brightness Normalization, CLAHE"
ISIC_0026074,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027846,"Hair Removal, CLAHE, Denoising"
ISIC_0032174,"Brightness Normalization, Minimal Enhancement"
ISIC_0025940,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0031266,
ISIC_0026056,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0026156,"Hair Removal, Minimal Enhancement"
ISIC_0028937,Brightness Correction
ISIC_0028113,"Brightness Normalization, Minimal Enhancement"
ISIC_0032194,"Hair Removal, Brightness Correction, Denoising"
ISIC_0029489,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0029974,"Hair Removal, Denoising"
ISIC_0031597,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0026798,
ISIC_0028107,"Brightness Correction, Denoising, Minimal Enhancement"
ISIC_0027915,Minimal Enhancement
ISIC_0026337,"Hair Removal, Denoising"
ISIC_0026902,"Hair Removal, Denoising"
ISIC_0027189,Minimal Enhancement
ISIC_0026117,"CLAHE, Denoising"
ISIC_0025266,"Brightness Correction, Minimal Enhancement"
ISIC_0032307,
ISIC_0026978,
ISIC_0026845,Brightness Correction
ISIC_0027966,
ISIC_0024448,"Brightness Normalization, CLAHE, Denoising"
ISIC_0032022,
ISIC_0024452,Minimal Enhancement
ISIC_0029539,Minimal Enhancement
ISIC_0031258,Minimal Enhancement
ISIC_0030197,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024582,"Brightness Normalization, Minimal Enhancement"
ISIC_0029655,Minimal Enhancement
ISIC_0028989,CLAHE
ISIC_0028556,"Brightness Correction, CLAHE"
ISIC_0024472,Minimal Enhancement
ISIC_0031175,"Brightness Normalization, Minimal Enhancement"
ISIC_0030755,Brightness Correction
ISIC_0028815,
ISIC_0031976,Brightness Correction
ISIC_0031122,Hair Removal
ISIC_0027825,"Hair Removal, Denoising"
ISIC_0025826,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0032225,"Hair Removal, Brightness Correction, Minimal Enhancement"
ISIC_0029856,Minimal Enhancement
ISIC_0024799,Minimal Enhancement
ISIC_0031007,"Hair Removal, Denoising"
ISIC_0032290,"Hair Removal, Denoising"
ISIC_0030230,Brightness Correction
ISIC_0031728,CLAHE
ISIC_0031526,Minimal Enhancement
ISIC_0025711,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028973,Minimal Enhancement
ISIC_0029082,Brightness Correction
ISIC_0024897,Minimal Enhancement
ISIC_0024432,Minimal Enhancement
ISIC_0029035,Minimal Enhancement
ISIC_0025601,"Hair Removal, CLAHE, Denoising"
ISIC_0032461,Minimal Enhancement
ISIC_0030690,"Hair Removal, Brightness Correction, Denoising"
ISIC_0027473,CLAHE
ISIC_0025362,"Hair Removal, Denoising, Minimal Enhancement"
ISIC_0027093,Minimal Enhancement
ISIC_0030181,Minimal Enhancement
ISIC_0028329,"Denoising, Minimal Enhancement"
ISIC_0030964,Denoising
ISIC_0031009,Denoising
ISIC_0024743,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0030452,
ISIC_0031925,"Brightness Normalization, Minimal Enhancement"
ISIC_0031095,"Hair Removal, Denoising"
ISIC_0024949,"Brightness Correction, Minimal Enhancement"
ISIC_0032246,Minimal Enhancement
ISIC_0026865,Brightness Correction
ISIC_0031057,
ISIC_0027337,"Brightness Normalization, CLAHE"
ISIC_0029263,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0026687,"Brightness Normalization, Minimal Enhancement"
ISIC_0027229,"Brightness Normalization, Minimal Enhancement"
ISIC_0027004,Minimal Enhancement
ISIC_0026433,
ISIC_0029524,"Brightness Normalization, CLAHE"
ISIC_0028050,"Hair Removal, CLAHE, Denoising"
ISIC_0027819,"Hair Removal, Denoising"
ISIC_0031294,"Hair Removal, Brightness Correction"
ISIC_0028719,"Brightness Normalization, CLAHE, Denoising, Minimal Enhancement"
ISIC_0027046,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031154,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0028168,CLAHE
ISIC_0031056,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026118,
ISIC_0029820,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0027722,"Brightness Normalization, Minimal Enhancement"
ISIC_0029644,Minimal Enhancement
ISIC_0031063,"Hair Removal, Denoising"
ISIC_0028877,"Hair Removal, Denoising"
ISIC_0032314,CLAHE
ISIC_0027425,Denoising
ISIC_0029323,"Brightness Normalization, Minimal Enhancement"
ISIC_0031520,Minimal Enhancement
ISIC_0031171,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0031552,"Brightness Normalization, Minimal Enhancement"
ISIC_0028084,"Hair Removal, Brightness Correction, Denoising"
ISIC_0026970,"Hair Removal, Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0028303,"Hair Removal, Brightness Correction, Denoising"
ISIC_0024461,"Denoising, Minimal Enhancement"
ISIC_0030526,Denoising
ISIC_0025530,"CLAHE, Denoising"
ISIC_0027629,Minimal Enhancement
ISIC_0025630,CLAHE
ISIC_0029337,CLAHE
ISIC_0030096,"Brightness Normalization, Minimal Enhancement"
ISIC_0028197,"Hair Removal, Minimal Enhancement"
ISIC_0029831,"Brightness Correction, CLAHE"
ISIC_0030514,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0024345,CLAHE
ISIC_0028283,"Brightness Normalization, Minimal Enhancement"
ISIC_0027175,"Brightness Normalization, CLAHE, Minimal Enhancement"
ISIC_0031407,"Brightness Normalization, Minimal Enhancement"
ISIC_0028652,"Hair Removal, Denoising"
ISIC_0027038,"Brightness Correction, Minimal Enhancement"
ISIC_0032030,CLAHE
ISIC_0031651,Minimal Enhancement
ISIC_0027525,CLAHE
ISIC_0024550,CLAHE
ISIC_0029919,"Brightness Normalization, Minimal Enhancement"
ISIC_0028928,"CLAHE, Denoising"
ISIC_0031378,"Hair Removal, Brightness Correction, CLAHE, Denoising"
ISIC_0024564,Brightness Correction
ISIC_0025322,
ISIC_0027677,"Hair Removal, Brightness Correction"
ISIC_0024833,CLAHE
ISIC_0027546,CLAHE
ISIC_0030868,Minimal Enhancement
ISIC_0026995,"Brightness Correction, CLAHE"
ISIC_0029123,"Brightness Normalization, Denoising, Minimal Enhancement"
ISIC_0029372,Minimal Enhancement
ISIC_0030782,"Brightness Normalization, Minimal Enhancement"
ISIC_0030915,"Hair Removal, Denoising"
